date,clean_name,clean_artists,rank,song,duration_ms,artists,explicit,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit,release_year,ctx_danceability_t_minus_1,ctx_energy_t_minus_1,ctx_speechiness_t_minus_1,ctx_acousticness_t_minus_1,ctx_instrumentalness_t_minus_1,ctx_liveness_t_minus_1,ctx_valence_t_minus_1,ctx_tempo_t_minus_1,ctx_loudness_t_minus_1,ctx_danceability_t_minus_2,ctx_energy_t_minus_2,ctx_speechiness_t_minus_2,ctx_acousticness_t_minus_2,ctx_instrumentalness_t_minus_2,ctx_liveness_t_minus_2,ctx_valence_t_minus_2,ctx_tempo_t_minus_2,ctx_loudness_t_minus_2,ctx_danceability_t_minus_3,ctx_energy_t_minus_3,ctx_speechiness_t_minus_3,ctx_acousticness_t_minus_3,ctx_instrumentalness_t_minus_3,ctx_liveness_t_minus_3,ctx_valence_t_minus_3,ctx_tempo_t_minus_3,ctx_loudness_t_minus_3,ctx_danceability_t_minus_4,ctx_energy_t_minus_4,ctx_speechiness_t_minus_4,ctx_acousticness_t_minus_4,ctx_instrumentalness_t_minus_4,ctx_liveness_t_minus_4,ctx_valence_t_minus_4,ctx_tempo_t_minus_4,ctx_loudness_t_minus_4,delta_danceability_vs_prev4_hit_avg,delta_energy_vs_prev4_hit_avg,delta_speechiness_vs_prev4_hit_avg,delta_acousticness_vs_prev4_hit_avg,delta_instrumentalness_vs_prev4_hit_avg,delta_liveness_vs_prev4_hit_avg,delta_valence_vs_prev4_hit_avg,delta_tempo_vs_prev4_hit_avg,delta_loudness_vs_prev4_hit_avg
2021-05-22,ferma a guardare,"[""ernia""]",126,ferma a guardare,193500,ernia,1,2020-06-18,0.552,0.788,9,-6.333,0,0.11,0.423,0.0,0.148,0.51,162.037,4,0,2020,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,-0.11699659928807526,0.18041033062729284,-0.011166693681667936,0.1643306126230431,-0.0035420579457475206,-0.018494275089898676,0.02510019001307623,39.47976366868258,0.30711377401837847
2021-05-22,forever you and me,"[""the teskey brothers""]",135,forever you and me,175593,the teskey brothers,0,2018-01-22,0.509,0.467,8,-4.94,1,0.331,0.436,9.98e-06,0.971,0.538,175.159,3,0,2018,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,-0.1599965992880753,-0.14058966937270717,0.20983330631833208,0.17733061262304312,-0.0035320779457475204,0.8045057249101013,0.053100190013076254,52.601763668682565,1.7001137740183783
2021-05-22,fteo,"[""anna vissi""]",107,fteo,220573,anna vissi,0,1992-05-28,0.7,0.837,2,-7.782,0,0.349,0.653,0.0,0.594,0.962,137.686,4,0,1992,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,0.031003400711924645,0.22941033062729277,0.22783330631833204,0.39433061262304314,-0.0035420579457475206,0.4275057249101013,0.4771001900130762,15.12876366868258,-1.1418862259816214
2021-05-22,gillar din vibe,"[""syster sol""]",103,gillar din vibe,188773,syster sol,0,2009-01-01,0.79,0.833,11,-5.137,1,0.661,0.291,0.0,0.115,0.955,90.03,4,0,2009,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,0.12100340071192472,0.22541033062729277,0.539833306318332,0.0323306126230431,-0.0035420579457475206,-0.051494275089898664,0.4701001900130762,-32.527236331317425,1.503113774018379
2021-05-22,here comes the flood,"[""peter gabriel""]",101,here comes the flood,339000,peter gabriel,0,1977-01-01,0.447,0.322,1,-10.099,0,0.032,0.533,4.29e-06,0.954,0.102,128.746,4,0,1977,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,-0.2219965992880753,-0.2855896693727072,-0.08916669368166794,0.27433061262304315,-0.0035377679457475205,0.7875057249101013,-0.3828998099869238,6.188763668682583,-3.4588862259816215
2021-05-22,het ballonnenvrouwtje,"[""het ballonnenvrouwtje""]",114,het ballonnenvrouwtje,739960,het ballonnenvrouwtje,0,1970-01-01,0.694,0.276,7,-17.121,1,0.931,0.79,0.0,0.187,0.45,136.887,3,0,1970,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,0.02500340071192464,-0.3315896693727072,0.8098333063183321,0.5313306126230432,-0.0035420579457475206,0.02050572491010133,-0.03489980998692377,14.329763668682574,-10.480886225981621
2021-05-22,hoochie coochie man,"[""the jeff healey band""]",116,hoochie coochie man,312726,the jeff healey band,0,1989-06-16,0.45,0.688,2,-11.556,1,0.519,7.15e-05,0.185,0.976,0.66,107.199,3,0,1989,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,-0.2189965992880753,0.08041033062729275,0.3978333063183321,-0.2585978873769569,0.18145794205425247,0.8095057249101013,0.17510019001307625,-15.358236331317428,-4.9158862259816205
2021-05-22,i should care,"[""mel tormé""]",131,i should care,173240,mel tormé,0,1958-01-01,0.23,0.109,0,-17.154,1,0.368,0.954,0.268,0.104,0.104,53.683,3,0,1958,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,-0.43899659928807533,-0.4985896693727072,0.24683330631833206,0.6953306126230431,0.2644579420542525,-0.062494275089898674,-0.3808998099869238,-68.87423633131743,-10.513886225981622
2021-05-22,illégal,"[""corbeau""]",144,illégal,171627,corbeau,0,1982-04-01,0.665,0.777,4,-8.662,1,0.457,0.331,0.582,0.113,0.887,139.685,4,0,1982,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,-0.003996599288075275,0.16941033062729283,0.3358333063183321,0.07233061262304313,0.5784579420542525,-0.053494275089898666,0.40210019001307623,17.127763668682576,-2.021886225981622
2021-05-22,ingrid blir bjuden på vårbal,"[""pelle svanslös""]",120,ingrid blir bjuden på vårbal,315194,pelle svanslös,0,1969-01-01,0.612,0.264,0,-17.561,1,0.924,0.446,1.73e-06,0.103,0.555,81.364,5,0,1969,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,-0.05699659928807532,-0.3435896693727072,0.8028333063183322,0.18733061262304312,-0.0035403279457475205,-0.06349427508989867,0.07010019001307627,-41.19323633131742,-10.920886225981622
2021-05-22,jil jil rani,"[""jikki""]",106,jil jil rani,143520,jikki,0,1955-12-31,0.745,0.486,1,-9.153,0,0.455,0.982,0.866,0.439,0.939,116.681,4,0,1955,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,0.07600340071192468,-0.12158966937270721,0.3338333063183321,0.7233306126230431,0.8624579420542525,0.27250572491010133,0.45410019001307617,-5.876236331317429,-2.512886225981622
2021-05-22,la manifestation,"[""les cowboys fringants""]",121,la manifestation,201560,les cowboys fringants,0,2002-03-05,0.564,0.834,4,-7.909,0,0.143,0.2,0.0,0.615,0.889,152.724,4,0,2002,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,-0.10499659928807537,0.22641033062729277,0.021833306318332052,-0.05866938737695687,-0.0035420579457475206,0.4485057249101013,0.40410019001307623,30.166763668682563,-1.2688862259816212
2021-05-22,last dance,"[""air""]",143,last dance,338027,air,0,2002-10-17,0.797,0.687,8,-8.148,1,0.369,0.244,0.156,0.103,0.925,122.039,4,0,2002,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,0.12800340071192473,0.07941033062729286,0.24783330631833206,-0.014669387376956888,0.15245794205425248,-0.06349427508989867,0.44010019001307626,-0.518236331317425,-1.507886225981621
2021-05-22,lost love,"[""fats waller""]",141,lost love,185693,fats waller,0,1926-01-01,0.58,0.126,5,-20.103,1,0.038,0.975,0.232,0.12,0.475,95.862,4,0,1926,0.6707777777777779,0.6044603174603175,0.12571111111111113,0.25047384126984124,0.0030673,0.1697142857142857,0.4880809523809523,120.32561904761904,-6.717301587301587,0.6628550724637682,0.6107101449275363,0.1217695652173913,0.2620610434782609,0.002842072898550725,0.16216956521739134,0.48558115942028984,121.85888405797103,-6.676492753623188,0.6686578947368421,0.6141447368421052,0.11715131578947367,0.2589934473684211,0.0025859267105263163,0.1684236842105263,0.49861973684210525,120.83435526315787,-6.618486842105263,0.6736956521739131,0.6010434782608696,0.12003478260869564,0.2631492173913043,0.005672932173913043,0.16566956521739132,0.46731739130434774,127.21008695652175,-6.5481739130434775,-0.08899659928807535,-0.4815896693727072,-0.08316669368166793,0.7163306126230431,0.2284579420542525,-0.04649427508989867,-0.009899809986923802,-26.69523633131743,-13.462886225981624
